Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
3760;35268;Mumbai Special Economic Zone (SEZ)  Ltd.;3192;Reliance Industries Ltd (RIL);Parent company;;;;;;
3761;36262;ScanFarm Ghana Ltd;3193;Scanfuel Ltd;Parent company;;100.0;;;;
3767;35337;Khed Economic Infrastructure  Limited;557;Maharashtra Industrial Development Corporation Ltd;Parent company;;74.0;;;;
3768;35337;Khed Economic Infrastructure  Limited;543;Bharat Forge Ltd;Parent company;;74.0;;;;
3774;38393;JSW Bengal Steel Ltd.;551;JSW Steel;Parent company;;;;;;
3785;38394;Jindal Power Limited (JPL);3190;Jindal Steel & Power Ltd. (JSPL);Parent company;;;;;;
3790;34797;Angkor Sugar Co. Ltd.;274;Mitr Phol Group;Parent company;;;;;;
3792;34828;Great Asset Agricultural Development (Cambodia) Co Ltd;2358;Unknown (#158540);Parent company;;;;;;
3793;34829;Great Wonder Agricultural Development (Cambodia) Limited;2321;Unknown (#158502);Parent company;;;;;;
3798;35335;Royal Palms India Private Limited;3199;Hoosain Nensey Nathoo & Co.;Parent company;;100.0;;;;
3808;35330;Sterling Erection and Infrastructure Private Limited;3203;Sandesara Group;Parent company;;;;;;
3815;38400;Unknown( Hulstein Warren Co Ltd);3205;Hulstein Warren Co Ltd;Parent company;;;;;;
3822;38408;Unknown ( Mayamesh Farms Ltd);3213;Mayamesh Farms Ltd;Parent company;;;;;;
3823;38409;Unknown (Hul Nan Farms Ltd.);3215;Hul Nan Farms Ltd.;Parent company;;;;;;
3825;38411;Unknown (Sanfico Farms Co. Ltd);3217;Sanfico Farms Co. Ltd;Parent company;;;;;;
3828;38414;Unknown (Hillside Acres Ltd.);3220;Hillside Acres Ltd.;Parent company;;;;;;
3831;38416;Unknown (SLD Ltd.);3222;SLD Ltd.;Parent company;;;;;;
3833;38418;Unknown (Ghana Farms);3224;Ghana Farms;Parent company;;;;;;
3835;38420;Unknown (Koju Atlantic Company);3226;Koju Atlantic Company;Parent company;;;;;;
3880;34834;Unknown (Henan (Cambodia) Economic and Trade Development Zone);3247;Henan (Cambodia) Economic and Trade Development Zone;Parent company;;;;;;
3882;37526;Saudi Star Agricultural Development PLC;1033;MIDROC Group;Parent company;;100.0;;;;
3884;35685;Emami Biotech;2411;Emami Group;Parent company;;100.0;;;;
3885;35722;Agropeace Bio Ethiopia Plc;2600;Agropeace Bio;Parent company;;100.0;;;;
3886;35683;BHO Bio products PLC;2604;Bharat Herbals & OIls (BHO);Parent company;;100.0;;;;
3889;38438;Unknown (Kanan Devan Hills Plantations);3250;Kanan Devan Hills Plantations;Parent company;;;;;;
3890;38439;Unknown (Tomaisins International Ltd);3251;Tomaisins International Ltd;Parent company;;;;;;
3899;34839;Unknown (Indochina Gateway Capital Limited);62;Indochina Gateway Capital Limited;Parent company;;;;;;
3900;35322;Anrak Aluminium Ltd.;3253;Ras Al Khaimah Investment Authority;Parent company;;70.0;;;;
3901;35322;Anrak Aluminium Ltd.;3252;Penna Cement Industries Ltd (PCIL);Parent company;;70.0;;;;
3910;34803;CJ Cambodia Co Ltd;2316;MH Ethanol Co. Ltd.;Parent company;;50.0;;;;
3911;34803;CJ Cambodia Co Ltd;2315;CJ Corporation;Parent company;;50.0;;;;
3914;34845;Koh Kong Plantation Company Limited;2322;Ve Wong Corporation;Parent company;;30.0;;;;
3915;34845;Koh Kong Plantation Company Limited;2145;Khon Kaen Sugar Industry Public Company Limited;Parent company;;80.0;;;;
3920;34851;Cane and Sugar Valley;274;Mitr Phol Group;Parent company;;;;;;
3950;35183;Bronzeoak Philippines Inc.;2950;Zabaleta & Co;Parent company;;;;;;
3951;35183;Bronzeoak Philippines Inc.;2949;Bronzeoak Group;Parent company;;;;;;
3958;35406;RDF Empreendimentos Imobiliários Ltda;3017;FIAM N.V. - Forestry Investment and Asset Management N.V;Parent company;;;;;;
3963;35439;CODELCO - ENAMI EP;3104;Empresa Nacional Minera del Ecuador (ENAMI EP);Parent company;;;;;;
3964;35439;CODELCO - ENAMI EP;3103;Corporación Nacional del Cobre (CODELCO);Parent company;;;;;;
3968;35488;Agroindustrias AIB S.A.;3082;Agrícola Santa Lucía S.A;Parent company;;50.0;;;;
3969;35488;Agroindustrias AIB S.A.;3083;Intragrícola Valores S.A.C;Parent company;;25.0;;;;
3970;35488;Agroindustrias AIB S.A.;3084;Diano Mariana Inversiones S.A.C;Parent company;;25.0;;;;
3971;35491;Camposol S.A;3070;ANDEAN FISCHING L.L.C;Parent company;;11.0;;;;
3972;35491;Camposol S.A;3069;DEUTSCHE BANK AG;Parent company;;15.0;;;;
3973;35491;Camposol S.A;3071;FONDO DE INVERSIÓN AGROINDUSTRIAL;Parent company;;6.0;;;;
3974;35491;Camposol S.A;3068;DYER-CORIAT HOLDING, S.L;Parent company;;29.0;;;;
3975;35491;Camposol S.A;3073;SOUTH WINDS AS;Parent company;;6.0;;;;
3976;35491;Camposol S.A;3072;CLEARSTREAM BANKING S.A.;Parent company;;6.0;;;;
3985;35745;S&P Energy Solutions Plc;1030;Shapoorji Pallonji & Co. Ltd;Parent company;;100.0;;;;
3987;35747;Hunan Dafengyuan Agriculture Co Ltd;2076;Ershisanye Construction Group;Parent company;;;;;;
3988;35747;Hunan Dafengyuan Agriculture Co Ltd;2075;Longping High-Tech;Parent company;;;;;;
3989;35748;CLC Industries Plc;2607;CLC Spentex;Parent company;;100.0;;;;
3990;35755;Unknown (Kooy Bioflow B.V., Mekiya Agri Mechanization Service PLC);2081;Mekiya Agri Mechanization Service PLC;Parent company;;;;;;
3991;35755;Unknown (Kooy Bioflow B.V., Mekiya Agri Mechanization Service PLC);2080;Kooy Bioflow B.V.;Parent company;;;;;;
3997;35826;Mada Woodlands SA;2685;Sauda Maskinering AS;Parent company;;;;;;
3998;35826;Mada Woodlands SA;2686;Nor Cut International;Parent company;;;;;;
3999;35826;Mada Woodlands SA;2684;Hansen og Røssevold Holdning;Parent company;;;;;;
4004;36126;Kilombero Farms Company Ltd;1526;Kilombero Farms Company Limited;Parent company;;100.0;;;;
4007;36275;Unknown (Caille Group, Unnamed investor 296);1678;Caille Group;Parent company;;100.0;;;;
4014;36487;Minera IRL S.A;3053;Minera IRL Ltd.;Parent company;;;;;;
4018;36588;Abebo Farm Development Enterprise;1033;MIDROC Group;Parent company;;100.0;;;;
4024;36773;Company of Trade and Plantations (CCP);1584;Groupe Blattner Elwyn;Parent company;;100.0;;;;
4042;35757;Sher Ethiopia PLC;3260;KKR & Co. L.P.;Parent company;;;;;;
4043;35757;Sher Ethiopia PLC;2609;Afriflora;Parent company;;;;;;
4048;34921;Xinghuan Forestry Development Company Ltd.;3043;Japan Petroleum Exploration Co., Ltd. (JAPEX);Parent company;;;;;;
4049;34921;Xinghuan Forestry Development Company Ltd.;3040;Government of Luxembourg;Parent company;;;;;;
4050;34921;Xinghuan Forestry Development Company Ltd.;3041;Government of Canada;Parent company;;;;;;
4051;34921;Xinghuan Forestry Development Company Ltd.;3046;The Tokyo Electric Power Co., Inc. (TEPCO);Parent company;;;;;;
4052;34921;Xinghuan Forestry Development Company Ltd.;3261;Government of Spain;Parent company;;;;;;
4053;34921;Xinghuan Forestry Development Company Ltd.;3262;Government of Italy;Parent company;;;;;;
4054;34921;Xinghuan Forestry Development Company Ltd.;3045;The Okinawa Electric Power Co., Inc.;Parent company;;;;;;
4055;34921;Xinghuan Forestry Development Company Ltd.;3044;Japan Iron and Steel Federation (JISF);Parent company;;;;;;
4056;34921;Xinghuan Forestry Development Company Ltd.;3042;Idemitsu Kosan Co., Ltd.;Parent company;;;;;;
4057;34921;Xinghuan Forestry Development Company Ltd.;1993;Sumitomo Co.;Parent company;;;;;;
4058;34921;Xinghuan Forestry Development Company Ltd.;3047;Suntory Holdings K.K.;Parent company;;;;;;
4059;34921;Xinghuan Forestry Development Company Ltd.;1826;Eco-Carbone;Parent company;;;;;;
4060;34991;Lao Arrowny Corporation;2020;Arrowny Japan Company;Parent company;;95.0;;;;
4061;34991;Lao Arrowny Corporation;2030;Unknown;Parent company;;95.0;;;;
4065;35307;Charoen Pokphand (India) Private Limited;498;Charoen Pokphand;Parent company;;;;;;
4066;35306;Bharat Renewable Energy Limited;597;Shapoorji Pallonji Corporation Ltd;Parent company;;29.0;;;;
4067;35306;Bharat Renewable Energy Limited;596;Bharat Petroleum Corporation Ltd;Parent company;;29.0;;;;
4068;35306;Bharat Renewable Energy Limited;595;Nandan Cleantec PLC;Parent company;;29.0;;;;
4072;35305;Nandan Bio Energy Pte Ltd. (subsumed);595;Nandan Cleantec PLC;Parent company;;;;;;
4073;35303;Shiva Distilleries-BAG;3263;Bannari Amman Group;Parent company;;;;;;
4089;34848;Land and Developing (Cambodia);2333;Unknown (#158515);Parent company;;;;;;
4090;35301;AGNI-NET Biofuels Pvt. Ltd;419;D1 Oils PLC;Parent company;;;;;;
4094;34882;Tay Nam BPM;2156;Unknown (#158291);Parent company;;;;;;
4098;35295;Tata Motors Limited;2856;Tata Sons Private Limted;Parent company;;;;;;
4103;35294;Southern Biofe Biofuels Pvt Ltd (SBBL);163;Southern Online Bio Technologies Ltd.;Parent company;;;;;;
4104;38454;Unknown (CityStar);2290;CityStar;Parent company;;;;;;
4105;34841;Kampong Speu Sugar Co.;3276;L.Y.P. Group Co., Ltd.;Parent company;;;;;;
4108;34864;Phnom Penh Sugar Co.;3276;L.Y.P. Group Co., Ltd.;Parent company;;;;;;
4109;38424;Dangote Industries;3278;Sokoto state government;Parent company;;100.0;;;;
4110;38424;Dangote Industries;1448;Dangote Industries;Parent company;;100.0;;;;
4116;36865;Mantra Tanzania Ltd;2547;Mantra Resources Ltd;Parent company;;100.0;;;;
4120;35285;Videocon Realty and Infrastructure Limited;571;Videocon Industries Limited;Parent company;;;;;;
4123;35284;Sesa Sterlite Limited;2391;Vedanta Resources;Parent company;;;;;;
4124;35284;Sesa Sterlite Limited;3283;Odisha Mining Corporation Limited (OMC);Parent company;;;;;;
4126;37417;Commerce et Industrie du Bois SA;3284;Transport Bois et Négoce International;Parent company;;100.0;;;;
4128;34853;Mega Star Investment and Forestry Development;2156;Unknown (#158291);Parent company;;;;;;
4129;34855;Hong An Mang Yang K Rubber Development;117;Vietnam Rubber Group;Parent company;;;;;;
4130;34857;Mondul Agri-Resource Co., Ltd;2253;Unknown (#158402);Parent company;;;;;;
4132;37373;Oryung Construction (CAM) Co, Ltd;85;Oryung Construction;Parent company;;;;;;
4134;34871;Tonle Sugar Cane Co Ltd;274;Mitr Phol Group;Parent company;;;;;;
4137;34876;HLH Agriculture (Cambodia) Co. Ltd.;102;HLH Group Limited;Parent company;;;;;;
4138;35282;Skil-Himachal Infrastructure & Tourism Ltd.;567;SKIL Infrastructure Limited;Parent company;;;;;;
4143;38459;Zambika Agricultural Ltd;3286;Ambika;Parent company;;100.0;;;;
4144;38461;Unknown (Herdon Investments);3288;Herdon Investments;Parent company;;100.0;;;;
4145;38462;Unknown (Vixers Farming);3289;Vixers Farming;Parent company;;100.0;;;;
4146;38463;Esquire Roses Farm Limited;3290;Unknown;Parent company;;;;;;
4147;37397;Acharya Prafulla Chandra Roy Chemicals Pvt Ltd. (APCRC);3292;West Bengal Industrial Development Corporation (WBIDC);Parent company;;49.0;;;;
4148;37397;Acharya Prafulla Chandra Roy Chemicals Pvt Ltd. (APCRC);3293;New Kolkata International Development Pvt. Ltd. (NKID);Parent company;;49.0;;;;
4149;37696;Kaidi Biomass Zambia Limited (KBZ);2713;Wuhan Kaidi;Parent company;;;;;;Wuhan Kaidi is the major  shareholder
4150;37696;Kaidi Biomass Zambia Limited (KBZ);3143;Biomass Development Plc;Parent company;;;;;;
4151;38465;Unknown (South African Investors);3274;Unknown;Parent company;;100.0;;;;
4152;38003;CBL Agri Zambia Limited (CBAZ);2923;Crookes Brothers Ltd;Parent company;;100.0;;;;
4153;38402;Rafmoh Plantations Ltd.;3294;Rafmoh Group;Parent company;;100.0;;;;
4155;38467;Stepping Stones Farm Limited;3296;Stepping Stones;Parent company;;100.0;;;;
4156;38468;Unknown (Munyati Farming Ltd);3297;Munyati Farming Ltd;Parent company;;100.0;;;;
4157;38469;Unknown (Bonanza Tobacco Co. Limited);3298;Bonanza Tobacco Co. Limited;Parent company;;100.0;;;;
4158;38470;Unknown (Nkanga Farms Limited);3299;Nkanga Farms Limited;Parent company;;100.0;;;;
4159;34881;Ta Bien Kampong Thom Rubber Development;117;Vietnam Rubber Group;Parent company;;;;;;
4160;34883;Tay Nam K;2162;Unknown (#158297);Parent company;;;;;;
4161;34884;Thy Nga Development and Investment Co. Ltd.;117;Vietnam Rubber Group;Parent company;;;;;;
4162;34886;TTY Industrial Crops Development Import- Export;112;TTY Industrial Crops Development Import-Export;Parent company;;;;;;
4163;35279;Reliance Jamnagar Infrastructure (RJIL) Limited;564;Reliance Infrastructure Ltd;Parent company;;;;;;
4165;34888;Unigreen Resource Co. Ltd.;2115;Unigreen Resource Co., Ltd;Parent company;;;;;;
4167;37036;Great Field (Cambodia) International Ltd.;2366;Great Field International;Parent company;;;;;;
4168;37037;Yellow Field (Cambodia) International Limited;2367;Yellow Field International Ltd;Parent company;;;;;;
4169;34890;VANNMA Import-Export Co. Ltd.;116;"VANNMA Import-Export Co.; Ltd";Parent company;;;;;;
4170;37032;Viet Nam Kampuchia Economy, Trade and Industry Company Limited(VKETI) Co.,Ltd;117;Vietnam Rubber Group;Parent company;;;;;;
4171;34892;World Tristar Entertainment (Cambodia) Co. Ltd.;2117;So Nguon Group Company;Parent company;;;;;;
4172;37023;Timas Resources Ltd.;3301;Robin Group;Parent company;;;;;;
4173;37018;Think Biotech(Cambodia) Co., Ltd.;46;Hanwha Group;Parent company;;100.0;;;;
4174;36982;S K Plantation (Cambodia) PTE;3302;SK Plantation Pte Ltd.;Parent company;;;;;;
4175;36975;Mega First Plantation (Cambodia) Ltd (MFPC);2301;Mega First Corporation Berhad (MFCB);Parent company;;100.0;;;;
4180;36890;C.R.C.K Aphivath Caoutchouc Co., Ltd. (Chu Pah);117;Vietnam Rubber Group;Parent company;;;;;;
4181;38471;C.R.C.K II Aphivath Caoutchouc Co., Ltd. (Chu Se);117;Vietnam Rubber Group;Parent company;;;;;;
4182;34906;Dong Nai Kratie Aphivath Caoutchouc Co. Ltd.;117;Vietnam Rubber Group;Parent company;;;;;;
4188;36962;C & V Group;3305;Fu Lai Chun Group;Parent company;;;;;;
4189;36694;Chhun Hong Rubber Better Co. Ltd.;2161;CHHUN HONG GROUP;Parent company;;;;;;
4190;34827;Grandis Timber Ltd;2346;SRP International Group Ltd.;Parent company;;;;;;
4191;34827;Grandis Timber Ltd;2348;International Woodlands Company A/S;Parent company;;;;;;
4192;38472;SC Delta-Rom Agriculture SRL;3306;Fri-el International Holding SA;Parent company;;100.0;;;;
4193;36880;Banya Group Co Ltd.;3138;Banya Group Co Ltd.;Parent company;;;;;;
4194;36880;Banya Group Co Ltd.;3307;Euro Corp;Parent company;;;;;;
4195;36824;LCH Investment Group Co. Ltd.;2228;Attwood Investment Group Co Ltd;Parent company;;;;;;
4197;38477;Alsace Farm SRL;3314;Far Est;Parent company;;100.0;;;;
4201;38447;S.C. Ingleby Romania S.R.L.;3309;INGLEBY FARMS & FORESTS A/S;Parent company;;100.0;;;;
4202;38473;SC Grasa Garbay SRL;3317;Grassa Yves et fils SARL;Parent company;;;;;;
4204;38480;S.C. Crosswind S.R.L.;3309;INGLEBY FARMS & FORESTS A/S;Parent company;;100.0;;;;
4205;36808;Krong Pok Ratanakiri Rubber Development Co.Ltd;117;Vietnam Rubber Group;Parent company;;;;;;
4206;36805;Holy Ykho Investment (Cambodia);3319;Holy Khno Industrial;Parent company;;;;;;
4207;36796;C R D;253;Hoang Anh Gia Lai (HAGL);Parent company;;;;;;
4208;38481;Reththy Kiri Sakor Co., Ltd. (RKSK);2319;Mong Reththy;Parent company;;;;;;
4209;38482;Rethy Kiri Seyma Co., Ltd.;2319;Mong Reththy;Parent company;;;;;;
4210;38483;Socfin-KCD;3320;Khaou Chuly Group;Parent company;;80.0;;;;
4211;38483;Socfin-KCD;946;SOCFIN;Parent company;;80.0;;;;
4214;36947;China State Farms Agribusiness (G) Corp. Tanzania Ltd;3324;China Africa Development Fund;Parent company;;;;;;
4215;36947;China State Farms Agribusiness (G) Corp. Tanzania Ltd;3323;China  Agricultural Development Company;Parent company;;;;;;
4216;38484;Mighty Mekong Agro Industries Co., Ltd.;3325;Stevia Nutra Corporation;Parent company;;100.0;;;;
4217;38485;Touchwood Cambodia Co., Ltd.;3326;Touchwood Investments Plc;Parent company;;;;;;
4218;38486;Koh Kong SEZ Co., Ltd.;3276;L.Y.P. Group Co., Ltd.;Parent company;;;;;;
4219;38487;Unknown (Paradise Investment);3327;Paradise Investment Co., Ltd.;Parent company;;;;;;
4220;38489;Virtus Green Plantations (Cambodia)  Pte. Ltd.;3328;Bluemac Resources Sdn. Bhd.;Parent company;;100.0;;;;
4223;38491;Unknown (K Global Ventures Sdn. Bhd. (KGV));3330;K Global Ventures Sdn. Bhd. (KGV);Parent company;;100.0;;;;
4231;35851;SeedRock Mali;1217;SeedRock Corporation;Parent company;;;;;;
4232;38497;SeedRock Burkina Faso;1217;SeedRock Corporation;Parent company;;100.0;;;;
4233;38498;Unknown (Forestry Investment Limited);3335;Forestry Investment Limited;Parent company;;;;;;
4234;38500;Evergreen Success & Asia Resort Development Co., Ltd.;3337;Evergreen Cambodia Group Co., Ltd.;Parent company;;;;;;
4235;38504;MDS Import Export Co., Ltd.;3338;Oknha Try Pheap;Parent company;;;;;;
4237;38506;Unkown (China Freight Costs Cambodia Investment Company);3339;China Freight Costs Cambodia Investment Company;Parent company;;;;;;
4238;38507;Fephy Malaysia (Cambodia) Plathasin Co. Ltd.;3340;F. P. Malaysia Plantation Company;Parent company;;;;;;
4239;38508;Caoutchouc Mekong Co., Ltd.;117;Vietnam Rubber Group;Parent company;;;;;;
4240;38509;Phuoc Hoa Kampong Thom Co.;3341;Asia Value Invest Co. Ltd.;Parent company;;69.0;;;;
4241;38509;Phuoc Hoa Kampong Thom Co.;117;Vietnam Rubber Group;Parent company;;69.0;;;;
4242;38509;Phuoc Hoa Kampong Thom Co.;3342;Phuoc Hoa Rubber Joint Stock Company;Parent company;;69.0;;;;
4243;38510;Ba Ria - Kampongthom Rubber Joint Stock Company;117;Vietnam Rubber Group;Parent company;;;;;;
4244;38511;Phu Rieng Kratie Rubber Joint Stock Company;3343;Song Da Corporation;Parent company;;;;;;
4245;38511;Phu Rieng Kratie Rubber Joint Stock Company;117;Vietnam Rubber Group;Parent company;;;;;;
4246;38512;Dong Phu-Kratie Joint Stock Company;3344;VietNam Cement Industry Corporation;Parent company;;79.0;;;;
4247;38512;Dong Phu-Kratie Joint Stock Company;117;Vietnam Rubber Group;Parent company;;79.0;;;;
4248;38514;China Great Cause (Cambodia) Investment Co., Ltd.;3345;China Great Cause Investment Holdings Group Ltd.;Parent company;;;;;;
4249;38515;Jing Zhong Ri Cambodia Co., Ltd.;3346;Jing Zhong Ri;Parent company;;;;;;
4250;38517;Unknown( ECDC);3347;Eastern Cape Development Corporation (ECDC);Parent company;;;;;;
4251;38517;Unknown( ECDC);3348;A&G International;Parent company;;;;;;
4255;38518;Unknown (Sichuan provincial department of agriculture);3351;Sichuan provincial department of agriculture;Parent company;;;;;;
4266;35781;Unknown (HG Consulting);1140;HG Consulting;Parent company;;100.0;;;;
4267;38522;Unknown (China State Farms Agribusiness Corporation);3356;China State Farms Agribusiness Corporation;Parent company;;100.0;;;;
4268;38523;Unknown (Lufthansa German Airlines);3357;Lufthansa German Airlines;Parent company;;100.0;;;;
4269;38524;BEK Holdings (Pty) Ltd;3358;Pengxin Group;Parent company;;100.0;;;;
4272;38526;PT Khaleda Agroprima Malindo;3361;MKH Berhad;Parent company;;95.0;;;;
4273;38527;PT Tunas Prima Sejahtera;3362;Low Yat Group;Parent company;;95.0;;;;
4274;38528;PT Primabahagia Permai Sejati;3362;Low Yat Group;Parent company;;95.0;;;;
4281;38117;Tirupati Development (Uganda) Ltd;3009;Tirupati Sarjan Limited;Parent company;;69.0;;;;Tirupati Sarjan Limited has 69% stake in Tirupati Development Uganda Limited(TDUL). TDUL carry out the business of real estate development and civil construction.
4282;38535;ASB GROUP OF COMPANIES LIMITED ;3370;ASB;Parent company;Shares/Equity;100.0;;;;"ASB Group of Companies is one of the largest Turkish based companies in the energy sector. It has extensive international experience in managing and operating; agribusiness, transportation, trading, investment, oil, gas and engineering services around the world"
